sage-dried|Sage, ground||315|10.6|60.7|12.8|40.3|1.71|7.03|11|1 tsp (0.7 g)@0.7*;1 tbsp (2 g)@2
bay-leaf|Bay leaf, dried||313|7.61|75.0|8.36|26.3|0|2.28|23|1 leaf (0.2 g)@0.2*;2 leaves (0.4 g)@0.4
mint-fresh|Mint, fresh|peppermint;spearmint|70|3.75|14.9|0.94|8.0|0|0.25|31|1/4 cup (6 g)@6*;1 tbsp (2 g)@2
tarragon-dried|Tarragon, dried||295|22.8|42.8|7.24|7.4|0|1.88|62|1 tsp (0.6 g)@0.6*;1 tbsp (2 g)@2
turmeric-ground|Turmeric, ground||312|9.68|67.1|3.25|22.7|3.21|1.84|27|1 tsp (3 g)@3*;1 tbsp (9 g)@9
ginger-ground|Ginger, ground||335|8.98|71.6|4.24|14.1|3.39|2.60|27|1 tsp (1.8 g)@1.8*;1 tbsp (5.4 g)@5.4
ginger-fresh|Ginger root, fresh||80|1.82|17.8|0.75|2.0|1.70|0.20|13|1 tsp minced (2 g)@2*;1 tbsp (6 g)@6;1 inch piece (11 g)@11
cinnamon-ground|Cinnamon, ground||247|3.99|80.6|1.24|53.1|2.17|0.35|10|1 tsp (2.6 g)@2.6*;1 tbsp (7.8 g)@7.8
nutmeg-ground|Nutmeg, ground||525|5.84|49.3|36.3|20.8|28.5|25.9|16|1 tsp (2.2 g)@2.2*;1/4 tsp (0.6 g)@0.6
cardamom-ground|Cardamom, ground||311|10.8|68.5|6.70|28.0|0|0.68|18|1 tsp (2 g)@2*;1 tbsp (6 g)@6
cloves-ground|Cloves, ground||274|5.97|65.5|13.0|33.9|2.38|3.95|277|1 tsp (2.1 g)@2.1*;1/4 tsp (0.5 g)@0.5
allspice-ground|Allspice, ground||263|6.09|60.0|8.69|21.6|0|2.55|77|1 tsp (1.9 g)@1.9*;1 tbsp (6 g)@6
coriander-seed-ground|Coriander seed, ground||298|12.4|54.99|17.8|41.9|0|0.99|35|1 tsp (1.8 g)@1.8*;1 tbsp (5 g)@5
mustard-seed|Mustard seed, ground||508|26.1|28.1|36.2|12.2|6.79|1.99|13|1 tsp (2 g)@2*;1 tbsp (6.5 g)@6.5
fennel-seed|Fennel seed||345|15.8|52.3|14.9|39.8|0|0.48|88|1 tsp (2 g)@2*;1 tbsp (5.8 g)@5.8
star-anise|Star anise, ground||337|17.6|50.0|15.9|14.6|0|0.59|16|1 star (1 g)@1*;1 tsp (2 g)@2|v=0
curry-powder|Curry powder||325|12.7|55.8|13.8|53.2|2.76|2.24|52|1 tsp (2 g)@2*;1 tbsp (6.3 g)@6.3
garam-masala|Garam masala||379|15.0|45.0|15.0|25.0|3.0|3.0|60|1 tsp (2 g)@2*;1 tbsp (6 g)@6|v=0
italian-seasoning|Italian seasoning, dried herb blend||265|9.0|65.0|5.0|40.0|3.0|1.5|30|1 tsp (1 g)@1*;1 tbsp (3 g)@3|v=0
taco-seasoning-mix|Taco seasoning mix, dry||300|9.0|55.0|5.0|12.0|8.0|1.0|7000|1 tbsp (7.5 g)@7.5*;1 packet (28 g)@28|v=0
ranch-seasoning-mix|Ranch seasoning mix, dry||320|8.0|60.0|5.0|3.0|15.0|1.5|6500|1 tbsp (8 g)@8*;1 packet (28 g)@28|v=0
lemon-pepper-seasoning|Lemon pepper seasoning||330|8.0|55.0|7.0|20.0|3.0|1.5|13000|1 tsp (3 g)@3*;1 tbsp (9 g)@9|v=0
old-bay-seasoning|Old Bay seasoning||280|8.0|48.0|6.0|20.0|1.0|1.0|22000|1 tsp (2.4 g)@2.4*;1 tbsp (7 g)@7|brand=Old Bay;v=0
zaatar|Za'atar seasoning||390|13.0|30.0|25.0|18.0|1.0|3.5|1200|1 tsp (2.5 g)@2.5*;1 tbsp (7.5 g)@7.5|v=0
sumac-ground|Sumac, ground||320|4.0|65.0|8.0|30.0|3.0|1.0|30|1 tsp (2.5 g)@2.5*;1 tbsp (7.5 g)@7.5|v=0
five-spice-chinese|Chinese five spice powder||350|8.0|60.0|10.0|30.0|5.0|2.0|20|1 tsp (2 g)@2*;1 tbsp (6 g)@6|v=0
msg|Monosodium glutamate|msg;accent|0|0|0|0|0|0|0|12280|1 tsp (5 g)@5*;1/4 tsp (1.2 g)@1.2
baking-powder|Baking powder||53|0|13.5|0|0.2|0|0|10600|1 tsp (4.6 g)@4.6*;1 tbsp (13.8 g)@13.8
baking-soda|Baking soda|sodium bicarbonate|0|0|0|0|0|0|0|27360|1 tsp (4.6 g)@4.6*;1/2 tsp (2.3 g)@2.3
vanilla-extract|Vanilla extract||288|0.06|12.6|0.06|0|12.6|0.01|9|1 tsp (4.2 g)@4.2*;1 tbsp (13 g)@13|d=0.88;fl=alcohol
cocoa-powder-unsweetened|Cocoa powder, unsweetened||228|19.6|57.9|13.7|37.0|1.75|8.07|21|1 tbsp (5.4 g)@5.4*;1/4 cup (21 g)@21|fl=fiber
yeast-active-dry|Yeast, active dry||325|40.4|41.2|7.61|26.9|0|1.0|51|1 packet (7 g)@7*;1 tsp (3 g)@3
