#category: meat
#source: USDA FoodData Central (SR Legacy)
#servings: 4 oz (113 g)@113*;6 oz (170 g)@170;3 oz (85 g)@85;1 oz (28 g)@28
# Beef, pork, lamb, game and processed meats.
# RAW vs COOKED matters enormously here — cooking drives off ~25% water and
# concentrates protein and fat per 100 g. Both states are listed for staples.
# id|name|aliases|kcal|protein|carbs|fat|fiber|sugar|satfat|sodium|servings|extra

# --- ground beef ---------------------------------------------------------
beef-short-ribs-cooked|Beef short ribs, braised, trimmed||295|31.0|0|18.0|0|0|7.7|60|
beef-round-eye-cooked|Beef eye of round, trimmed, roasted||150|26.8|0|4.0|0|0|1.4|53|
beef-round-top-cooked|Beef top round, trimmed, roasted|london broil|166|30.0|0|4.3|0|0|1.5|41|
beef-stew-meat-cooked|Beef stew meat, braised||231|31.0|0|11.0|0|0|4.3|60|
beef-prime-rib-cooked|Beef prime rib, roasted|standing rib roast|338|22.0|0|27.0|0|0|11.3|57|
beef-liver-cooked|Beef liver, pan-fried||191|29.1|5.2|5.3|0|0|1.7|90|3 oz (85 g)@85*;100 g@100|ret=9442;car=0;ffol=253;fac=0;dfe=253
beef-tongue-cooked|Beef tongue, simmered||284|22.0|0|21.0|0|0|7.6|71||ret=0;car=0;ffol=5;fac=0;dfe=5
beef-oxtail-cooked|Oxtail, braised||262|30.9|0|14.4|0|0|5.7|59||v=0
beef-corned-cooked|Corned beef brisket, cooked||251|18.2|0.5|19.0|0|0|6.3|973|3 oz (85 g)@85*;100 g@100
beef-jerky|Beef jerky, traditional||410|33.2|11.0|25.6|0.5|9.0|10.8|2081|1 oz (28 g)@28*;100 g@100
beef-jerky-lean|Beef jerky, lean brand style||285|39.0|21.0|4.0|0.5|18.0|1.8|1750|1 oz (28 g)@28*;100 g@100|v=0;src=typical US brand label
beef-roast-deli|Roast beef, deli sliced||111|18.5|2.0|2.7|0|1.0|1.0|850|2 oz (57 g)@57*;1 slice (28 g)@28|v=0

# --- veal, lamb, game ----------------------------------------------------
veal-cutlet-cooked|Veal cutlet, braised||172|31.0|0|4.5|0|0|1.3|68|
veal-ground-cooked|Ground veal, cooked||172|24.4|0|7.6|0|0|3.0|83|
lamb-loin-chop-cooked|Lamb loin chop, trimmed, broiled||202|29.2|0|8.8|0|0|3.2|72|1 chop (85 g)@85*;4 oz (113 g)@113
lamb-leg-cooked|Lamb leg, trimmed, roasted||191|28.3|0|7.7|0|0|2.7|62|
lamb-ground-cooked|Ground lamb, cooked||283|25.0|0|19.6|0|0|8.1|81|
lamb-shank-cooked|Lamb shank, braised||201|28.5|0|8.8|0|0|3.1|64||v=0
lamb-rack-cooked|Rack of lamb, roasted, trimmed||267|25.0|0|18.0|0|0|7.6|72||v=0
venison-cooked|Venison, roasted|deer meat|158|30.2|0|3.2|0|0|1.3|54|
elk-cooked|Elk, roasted||146|30.2|0|1.9|0|0|0.7|61|
bison-ground-cooked|Ground bison, cooked|buffalo|179|25.5|0|7.9|0|0|3.4|60|
bison-sirloin-cooked|Bison top sirloin, broiled||150|28.5|0|3.2|0|0|1.2|48|
rabbit-cooked|Rabbit, roasted||197|29.1|0|8.1|0|0|2.4|41||v=0
goat-cooked|Goat, roasted|chevon;mutton|143|27.1|0|3.0|0|0|0.9|86|

# --- pork ----------------------------------------------------------------
pork-tenderloin-raw|Pork tenderloin, raw||120|20.9|0|3.5|0|0|1.2|52|
pork-tenderloin-cooked|Pork tenderloin, roasted||143|26.0|0|3.5|0|0|1.2|57|
pork-loin-chop-raw|Pork loin chop, boneless, raw||143|21.5|0|5.7|0|0|2.0|54|
pork-loin-chop-cooked|Pork loin chop, boneless, broiled|pork chop|209|29.0|0|9.4|0|0|3.4|61|1 chop (113 g)@113*;3 oz (85 g)@85
pork-shoulder-cooked|Pork shoulder, roasted|boston butt|269|24.0|0|18.5|0|0|6.8|63|
pork-pulled|Pulled pork, cooked, no sauce||250|25.0|0|16.0|0|0|5.9|360|1 cup (140 g)@140*;3 oz (85 g)@85|v=0
pork-belly-cooked|Pork belly, roasted||518|9.3|0|53.0|0|0|19.3|32|2 oz (57 g)@57*;100 g@100
pork-ribs-cooked|Pork spareribs, braised||397|29.1|0|30.3|0|0|11.2|93|4 oz (113 g)@113*;6 oz (170 g)@170
pork-baby-back-bbq|Pork baby back ribs, BBQ with sauce||310|21.0|10.0|20.0|0.3|8.0|7.2|560|1/4 rack (150 g)@150*;100 g@100|v=0
pork-ground-cooked|Ground pork, cooked||297|25.7|0|20.8|0|0|7.7|76|
pork-ham-roasted|Ham, roasted, lean||145|21.4|1.5|5.5|0|1.5|1.8|1200|3 oz (85 g)@85*;4 oz (113 g)@113
pork-ham-deli|Ham, deli sliced|lunch meat ham|107|16.5|2.4|3.2|0|2.0|1.0|1200|2 oz (57 g)@57*;1 slice (28 g)@28
pork-prosciutto|Prosciutto||195|26.0|0.5|9.5|0|0|3.4|2140|1 oz (28 g)@28*;1 slice (14 g)@14|v=0
pork-canadian-bacon|Canadian bacon|back bacon;peameal bacon|145|21.0|1.4|6.0|0|1.0|2.0|1360|2 slices (47 g)@47*;100 g@100
pork-bacon-raw|Bacon, raw||458|12.0|1.3|45.0|0|0|15.0|750|
pork-bacon-cooked|Bacon, pan-fried||541|37.0|1.4|41.8|0|0|13.9|1717|1 slice (8 g)@8*;3 slices (24 g)@24;100 g@100
pork-bacon-center-cut|Bacon, center-cut, pan-fried||500|38.0|1.0|37.0|0|0|12.5|1650|1 slice (7 g)@7*;3 slices (21 g)@21|v=0
pork-sausage-link-cooked|Pork breakfast sausage, cooked|breakfast links|339|19.6|1.4|28.4|0|0|9.5|749|1 link (26 g)@26*;2 links (52 g)@52
pork-sausage-patty-cooked|Pork sausage patty, cooked||332|18.5|1.5|27.7|0|0|9.3|780|1 patty (38 g)@38*;2 patties (76 g)@76
pork-italian-sausage-cooked|Italian sausage, cooked||344|19.1|4.3|27.3|0|1.5|9.6|850|1 link (83 g)@83*;100 g@100
pork-bratwurst-cooked|Bratwurst, cooked||333|13.7|3.1|29.2|0|0|10.1|848|1 link (85 g)@85*;100 g@100
pork-chorizo|Chorizo, pork||455|24.1|1.9|38.3|0|0|14.4|1235|2 oz (57 g)@57*;100 g@100
pork-kielbasa|Kielbasa, pork||309|13.5|3.5|26.6|0|1.5|9.3|1080|2 oz (57 g)@57*;100 g@100
pork-andouille|Andouille sausage||276|17.0|2.0|22.0|0|0|7.5|1120|1 link (85 g)@85*;100 g@100|v=0
pork-salami-hard|Salami, hard|genoa salami|407|22.6|2.4|33.7|0|0|11.9|1740|1 oz (28 g)@28*;3 slices (30 g)@30
pork-pepperoni|Pepperoni||504|19.5|4.8|45.0|0|0|16.2|1580|1 oz (28 g)@28*;15 slices (30 g)@30
pork-mortadella|Mortadella||311|16.4|3.0|25.4|0|0|9.5|1246|2 oz (57 g)@57*;100 g@100|v=0
pork-bologna|Bologna||308|11.7|4.3|27.5|0|2.7|10.6|1058|1 slice (28 g)@28*;2 slices (56 g)@56
pork-hot-dog|Hot dog, pork and beef|frankfurter;wiener|322|11.6|2.6|29.0|0|1.2|11.0|1090|1 hot dog (50 g)@50*;100 g@100
pork-hot-dog-beef|Hot dog, all beef|frankfurter;wiener|330|11.3|3.6|29.9|0|2.0|12.2|1050|1 hot dog (50 g)@50*;100 g@100
pork-spam|Spam, luncheon meat|luncheon meat|315|13.4|4.6|26.6|0|0|9.9|1411|2 oz (56 g)@56*;100 g@100|brand=Spam;src=manufacturer label
pork-lard|Lard, rendered pork fat||902|0|0|100|0|0|39.2|0|1 tbsp (13 g)@13*;1 cup (205 g)@205|d=0.92
pork-scrapple|Scrapple||213|8.5|14.3|13.6|0.9|0|4.7|763|1 slice (57 g)@57*;100 g@100|v=0
pork-rinds|Pork rinds|chicharrones;cracklings|544|61.3|0|31.3|0|0|11.4|1698|1 oz (28 g)@28*;100 g@100
pork-liverwurst|Liverwurst|braunschweiger|327|14.5|2.2|28.5|0|0|10.6|860|1 oz (28 g)@28*;100 g@100|v=0;ret=2530;car=0;ffol=41;fac=0;dfe=41
meatball-beef-cooked|Meatballs, beef, cooked||286|18.0|8.0|20.0|0.7|1.5|7.5|560|3 meatballs (85 g)@85*;100 g@100|v=0
meatloaf-beef|Meatloaf, beef, homestyle||217|15.0|9.0|13.0|0.7|3.0|4.9|480|1 slice (100 g)@100*;100 g@100|v=0
