peanuts-dry-roasted-salted|Peanuts, dry roasted, salted||587|24.4|21.5|49.7|8.0|4.2|6.9|813|1 oz (28 g)@28*;1/4 cup (37 g)@37;39 peanuts (28 g)@28
peanuts-dry-roasted-unsalted|Peanuts, dry roasted, unsalted||587|24.4|21.5|49.7|8.0|4.2|6.9|6|1 oz (28 g)@28*;1/4 cup (37 g)@37
peanut-butter-smooth|Peanut butter, smooth, regular|pb;peanutbutter|588|22.5|22.3|50.4|5.0|9.2|10.3|429|2 tbsp (32 g)@32*;1 tbsp (16 g)@16;1/4 cup (64 g)@64|ret=0;car=0;ffol=87;fac=0;dfe=87
peanut-butter-crunchy|Peanut butter, crunchy, regular||589|24.1|21.6|50.0|6.6|8.4|9.6|426|2 tbsp (32 g)@32*;1 tbsp (16 g)@16
peanut-butter-natural|Peanut butter, natural, no added sugar||598|25.0|20.0|51.0|6.0|4.0|8.0|10|2 tbsp (32 g)@32*;1 tbsp (16 g)@16|v=0
peanut-butter-powdered|Powdered peanut butter|pb2;peanut butter powder|400|50.0|30.0|10.0|15.0|13.0|1.5|700|2 tbsp (12 g)@12*;1/4 cup (24 g)@24|src=manufacturer label
hazelnut-spread-chocolate|Chocolate hazelnut spread|nutella|539|6.0|57.5|30.9|5.4|56.3|10.6|41|2 tbsp (37 g)@37*;1 tbsp (19 g)@19|brand=Nutella;src=manufacturer label

# --- seeds ---------------------------------------------------------------
chia-seeds|Chia seeds||486|16.5|42.1|30.7|34.4|0|3.33|16|2 tbsp (24 g)@24*;1 tbsp (12 g)@12;1 oz (28 g)@28|
flaxseed-ground|Flaxseed, ground|linseed;flax meal|534|18.3|28.9|42.2|27.3|1.55|3.66|30|2 tbsp (14 g)@14*;1 tbsp (7 g)@7|
flaxseed-whole|Flaxseed, whole||534|18.3|28.9|42.2|27.3|1.55|3.66|30|1 tbsp (10 g)@10*;1 oz (28 g)@28|
hemp-hearts|Hemp hearts, hulled hemp seeds||553|31.6|8.67|48.8|4.0|1.5|4.60|5|3 tbsp (30 g)@30*;1 tbsp (10 g)@10
pumpkin-seeds|Pumpkin seeds, roasted, hulled|pepitas|559|30.2|10.7|49.1|6.0|1.29|8.67|18|1 oz (28 g)@28*;1/4 cup (32 g)@32
sunflower-seeds-roasted|Sunflower seeds, roasted, hulled||584|20.8|20.0|51.5|8.6|2.62|4.46|9|1 oz (28 g)@28*;1/4 cup (32 g)@32|ret=0;car=0;ffol=237;fac=0;dfe=237
sunflower-seed-butter|Sunflower seed butter||617|17.3|23.4|55.2|9.0|8.6|4.8|3|2 tbsp (32 g)@32*;1 tbsp (16 g)@16|
sesame-seeds|Sesame seeds, whole||573|17.7|23.4|49.7|11.8|0.30|6.96|11|1 tbsp (9 g)@9*;1 oz (28 g)@28|
tahini|Tahini, sesame paste||595|17.0|21.2|53.8|9.3|0.49|7.43|115|2 tbsp (30 g)@30*;1 tbsp (15 g)@15|
poppy-seeds|Poppy seeds||525|17.99|28.1|41.6|19.5|2.99|4.52|26|1 tbsp (9 g)@9*;1 oz (28 g)@28|
watermelon-seeds-roasted|Watermelon seeds, roasted||557|28.3|15.3|47.4|0|0|9.78|99|1 oz (28 g)@28*;100 g@100|v=0

# --- coconut -------------------------------------------------------------
coconut-dried-unsweetened|Coconut, dried, unsweetened, shredded||660|6.88|23.7|64.5|16.3|7.35|57.2|37|1/4 cup (23 g)@23*;1 oz (28 g)@28|
coconut-flaked-sweetened|Coconut, flaked, sweetened||456|2.75|44.4|32.3|4.5|39.6|28.6|262|1/4 cup (23 g)@23*;100 g@100
coconut-fresh-meat|Coconut meat, fresh||354|3.33|15.2|33.5|9.0|6.23|29.7|20|1 cup shredded (80 g)@80*;1 piece (45 g)@45|
coconut-chips-toasted|Coconut chips, toasted, unsweetened||650|7.0|24.0|63.0|17.0|7.0|56.0|30|1 oz (28 g)@28*;100 g@100|v=0

# --- mixes ---------------------------------------------------------------
trail-mix-regular|Trail mix, regular||462|13.8|44.9|29.4|5.0|31.0|5.6|229|1/4 cup (37 g)@37*;1 oz (28 g)@28
trail-mix-chocolate|Trail mix, with chocolate chips||484|14.2|45.1|31.6|5.0|32.0|6.1|122|1/4 cup (36 g)@36*;1 oz (28 g)@28
granola-cluster-nut|Nut and seed clusters||480|13.0|45.0|28.0|8.0|18.0|4.0|150|1/4 cup (30 g)@30*;100 g@100|v=0
nuts-candied-pecans|Candied pecans||560|6.0|38.0|44.0|6.0|30.0|4.0|110|1 oz (28 g)@28*;100 g@100|v=0
nuts-wasabi-peas|Wasabi peas||420|14.0|66.0|10.0|8.0|10.0|1.5|750|1 oz (28 g)@28*;100 g@100|v=0
