raisins-golden|Golden raisins||302|3.39|79.5|0.46|3.3|59.2|0.06|12|1/4 cup (41 g)@41*;100 g@100
dates-medjool|Dates, Medjool||277|1.81|75.0|0.15|6.7|66.5|0.03|1|1 date (24 g)@24*;3 dates (72 g)@72;1 cup pitted (178 g)@178
dates-deglet-noor|Dates, Deglet Noor||282|2.45|75.0|0.39|8.0|63.4|0.03|2|1 date (7 g)@7*;1/4 cup (37 g)@37
figs-fresh|Figs, fresh||74|0.75|19.2|0.30|2.9|16.3|0.06|1|1 medium (50 g)@50*;2 figs (100 g)@100
figs-dried|Figs, dried||249|3.30|63.9|0.93|9.8|47.9|0.14|10|1/4 cup (37 g)@37*;2 figs (34 g)@34

# --- other ---------------------------------------------------------------
rhubarb-raw|Rhubarb, raw||21|0.90|4.54|0.20|1.8|1.10|0.05|4|1 cup diced (122 g)@122*;100 g@100
fruit-cocktail-juice|Fruit cocktail, canned in juice||55|0.53|14.1|0.02|1.2|12.9|0|4|1/2 cup (119 g)@119*;1 cup (237 g)@237
fruit-cup-peaches-syrup|Peaches, canned in light syrup||54|0.44|14.5|0.03|1.3|13.0|0|6|1 cup snack size (113 g)@113*;1/2 cup (125 g)@125|v=0
fruit-leather|Fruit leather strip||350|0.5|82.0|2.0|1.5|55.0|0.5|130|1 strip (14 g)@14*;100 g@100|v=0
freeze-dried-strawberries|Strawberries, freeze dried||375|6.5|85.0|3.0|22.0|55.0|0.2|20|1 cup (12 g)@12*;1 oz (28 g)@28|v=0
fruit-smoothie-mixed-berry|Smoothie, mixed berry, no added sugar||58|1.0|13.5|0.4|2.5|10.0|0.1|10|1 cup (240 ml)@245*;16 oz (480 ml)@490|d=1.02;v=0
